p2train-0	他 们 觉 得 父 母 的 行 为 方 式 和 价 值 观 念 太 不 老 了 	18 
p2train-1884	将 会 让 孩 子 在 心 灵 上 蒙 上 了 阴 影 	12 
p2train-1885	没 有 一 个 人 能 够 夺 走 别 另 一 个 人 的 幸 福 	10 
p2train-1886	还 有 一 件 事 呢 	6 
p2train-1887	真 由 美 老 师 是 我 们 的 班 主 任 了 	13 
p2train-1888	他 也 许 不 感 到 兴 趣 	6 
p2train-1889	原 因 是 很 简 单 	3 
p2train-1890	他 们 是 想 做 的 事 太 多 	3 
p2train-1891	以 前 在 家 乡 时 也 常 有 收 看 香 港 电 视 剧 	9 
p2train-1892	说 完 了 自 他 叹 息 转 身 就 走 了 	4 
p2train-1893	我 去 年 夏 天 在 中 国 菜 饭 店 打 工 	9 
p2train-1894	挨 饿 的 人 都 是 为 了 解 决 “ 生 存 问 题 ” 而 找 食 品 吃 的 	22 
p2train-1895	拿 一 份 薪 水 等 就 已 经 足 够 了 	6 
p2train-1896	解 决 这 个 问 题 的 最 好 的 方 法 是 该 发 明 对 人 的 健 康 影 响 少 的 化 肥 和 农 药 	14 
p2train-1897	我 跟 他 分 别 之 后 自 己 去 了 武 汉 了 	14 
p2train-1898	他 们 觉 悟 了 死 	6 
p2train-1899	这 种 真 情 和 影 响 比 从 别 人 受 到 的 更 深 刻 	3 4 5 
p2train-1900	在 日 本 也 发 生 像 同 样 的 事 情 	7 
p2train-1901	现 在 在 公 共 场 所 吸 烟 人 的 人 越 来 越 少 	10 
p2train-1902	如 果 有 病 的 人 吃 绿 色 食 品 那 么 能 治 疗 治 病 	16 17 
p2train-1903	有 的 时 候 听 什 么 音 乐 非 常 感 动 了 	14 
p2train-1904	以 后 也 我 要 常 常 给 你 们 写 信 	3 
p2train-1905	“ 绿 色 食 品 ” 比 一 般 的 商 品 有 点 儿 贵 	13 14 15 
p2train-1906	吸 烟 的 人 的 人 的 牙 也 是 非 常 不 干 静 	6 7 
p2train-1907	我 越 听 他 们 讲 的 话 越 了 解 了 爷 爷 	12 
p2train-1908	随 着 高 科 技 发 展 日 新 月 异 	1 2 
p2train-1909	但 是 据 他 们 所 回 答 的 是 你 是 没 有 兄 弟 姐 妹 	3 
p2train-1910	会 带 来 了 健 康 的 身 体 	4 
p2train-1911	父 母 的 举 动 对 一 个 不 谙 世 事 的 孩 子 有 多 么 的 大 的 影 响 力 	19 
p2train-1912	无 一 不 是 在 孩 子 心 目 中 打 下 深 深 的 烙 印 	4 
p2train-1913	社 会 意 识 的 进 步 和 改 善 对 所 有 的 人 来 说 是 个 有 好 无 坏 的 	19 
p2train-1914	斯 大 林 辛 辛 苦 苦 所 建 立 的 红 色 苏 维 埃 政 权 曾 经 红 透 了 半 边 天 	8 
p2train-1915	我 们 应 该 拿 我 们 的 钱 来 帮 助 他 们 呢 	15 
p2train-1916	他 吸 烟 了 2 0 年 多 了 	4 
p2train-1917	绿 色 食 品 是 在 市 场 上 受 到 更 大 的 欢 迎 	5 
p2train-1918	那 交 交 男 女 朋 友 还 是 可 以 接 受 的 	1 
p2train-1919	我 们 为 了 世 界 的 保 健 吃 “ 绿 色 食 品 ” 吧 	7 8 9 
p2train-1920	父 母 是 正 确 “ 孩 子 的 第 一 任 老 师 ” 	4 5 
p2train-1921	并 以 努 力 学 习 来 做 为 回 报 父 母 的 恩 情 	8 9 
p2train-1922	在 公 共 场 所 边 抽 烟 的 人 将 被 罚 款 	6 
p2train-1923	有 许 多 家 庭 悲 剧 也 是 因 为 “ 代 沟 ” 问 题 没 有 妥 善 解 决 而 不 应 产 生 	25 26 
p2train-1924	朋 友 就 算 迟 到 整 半 个 小 时 	7 
p2train-1925	以 前 当 没 有 严 格 的 规 定 时 	3 
p2train-1926	那 时 我 母 亲 总 是 在 脸 上 带 着 一 丝 复 杂 的 表 情 说 	8 
p2train-1927	因 为 是 他 们 自 觉 而 做 的 	8 
p2train-1928	朋 友 家 在 于 浙 江 省 的 一 个 很 小 的 县 城 里 	5 
p2train-1929	一 开 始 工 作 以 后 很 少 有 很 长 的 假 期 	1 
p2train-1930	这 样 你 们 才 能 够 不 费 精 力 就 能 把 功 课 学 好 	13 
p2train-1931	可 能 是 很 多 人 们 认 为 吃 “ 绿 色 食 品 ” 比 饥 饿 更 重 要 	3 
p2train-1932	眼 看 着 他 们 那 样 关 心 我 	1 
p2train-1933	如 果 我 再 用 功 了 一 些 	7 
p2train-1934	我 家 人 都 爱 音 乐 的 	8 
p2train-1935	男 女 两 个 都 有 可 能 产 生 了 矛 盾 	11 
p2train-1936	我 们 应 该 用 现 代 科 学 的 力 量 了 尽 快 解 决 这 个 问 题 	13 
p2train-1937	最 好 的 是 经 过 对 话 的 互 相 了 解 	9 
p2train-1938	虽 然 你 得 不 到 奖 了 	8 
p2train-1939	饥 饿 不 是 农 作 物 总 产 量 不 足 的 	13 
p2train-1940	另 外 一 个 组 没 听 音 乐 中 做 工 作 	10 
p2train-1941	汉 语 是 第 二 个 语 言 	6 
p2train-1942	可 是 我 已 经 2 8 岁 长 大 了 	9 10 
p2train-1943	他 们 俩 的 想 法 不 一 样 是 理 所 当 然 的 	3 
p2train-1944	“ 代 沟 ” 问 题 最 重 要 的 点 是 互 相 努 力 了 解 对 方 	11 
p2train-1945	人 们 的 心 里 比 以 前 坏 得 多 了 	5 
p2train-1946	对 我 来 说 老 挝 是 第 二 个 故 乡 一 样 	13 14 
p2train-1947	我 现 在 来 中 国 学 习 汉 语 的 理 由 就 是 由 于 这 个 家 训 因 此 的 	22 23 24 
p2train-1948	只 能 父 母 亲 切 地 教 下 去 的 	11 
p2train-1949	于 是 他 们 又 再 渴 了 一 天 	6 
p2train-1950	我 马 上 就 要 后 悔 	5 
p2train-1951	代 沟 也 是 在 各 个 方 面 上 比 以 前 差 得 大 一 些 	10 
p2train-1952	我 又 回 了 北 京 来 继 续 学 习 	4 
p2train-1953	尽 管 什 么 人 在 生 活 和 工 作 中 都 要 遇 到 各 种 困 难 或 挫 折 	1 2 
p2train-1954	根 据 试 卷 上 的 本 文 介 绍 	7 8 
p2train-1955	父 母 与 子 女 之 间 我 们 常 常 要 看 到 这 样 的 情 况 	12 
p2train-1956	我 觉 得 是 因 为 人 的 生 死 并 不 是 本 人 他 一 个 人 的 问 题 	14 15 
p2train-1957	但 是 我 不 同 意 以 使 用 化 肥 和 农 药 来 提 高 产 量 	7 
p2train-1958	不 管 哪 个 外 语 大 学 都 有 女 生 要 比 男 生 多 得 多 的 现 象 	13 
p2train-1959	对 这 样 的 研 究 需 要 政 府 的 帮 助 	1 
p2train-1960	现 在 在 中 国 对 说 汉 语 的 外 国 人 有 很 多 工 作 的 机 会 	6 
p2train-1961	不 能 以 为 因 为 父 母 有 正 义 感 	5 6 
p2train-1962	如 果 父 母 自 我 树 立 起 良 好 的 榜 样 	5 6 
p2train-1963	年 青 人 也 要 了 解 老 辈 的 出 发 点 是 好 心 的 	16 
p2train-1964	最 近 我 觉 得 解 决 代 沟 问 题 的 办 法 是 互 相 了 解 	1 2 
p2train-1965	多 年 吸 烟 会 导 致 肺 癌 症 等 得 病 	12 
p2train-1966	总 瞒 着 顾 客 的 眼 视 	6 7 8 
p2train-1967	我 自 己 一 般 生 活 中 也 要 考 虑 下 去 	13 14 
p2train-1968	一 直 在 他 的 成 长 中 	1 2 
p2train-1969	这 种 行 动 是 流 行 歌 曲 能 带 过 来 的 一 个 坏 处 	12 
p2train-1970	刻 苦 地 工 作 了 	6 
p2train-1971	而 且 父 亲 最 痛 恨 是 不 讲 实 话 的 孩 子 	8 
p2train-1972	不 能 解 决 饥 饿 问 题 的 贫 困 国 家 大 多 数 在 于 非 洲 和 亚 洲 	18 
p2train-1973	而 这 重 大 的 责 任 便 交 由 大 姐 姐 及 大 哥 哥 们 负 责 	9 
p2train-1974	才 能 富 起 来 了 	2 
p2train-1975	现 在 我 眼 里 上 看 到 的 上 一 代 人 的 看 法 是 有 点 保 守 	6 
p2train-1976	母 亲 在 音 乐 方 面 的 才 华 源 自 于 她 父 亲 曾 是 合 唱 团 的 团 员 	12 
p2train-1977	但 第 三 个 和 尚 出 现 了 以 后 	9 
p2train-1978	政 府 已 经 多 次 的 呼 吁 人 民 减 少 抽 烟 	7 
p2train-1979	对 自 己 的 工 作 有 信 心 的 	10 
p2train-1980	我 们 应 该 知 道 的 	7 
p2train-1981	其 中 学 中 国 古 代 史 	1 2 
p2train-1982	第 一 次 写 的 	5 
p2train-1983	在 这 个 世 界 上 吸 烟 的 人 数 是 不 计 其 数 的 	11 
p2train-1984	国 家 不 允 许 在 公 共 场 所 不 吸 烟 是 为 了 保 护 个 人 利 益 	11 
p2train-1985	这 已 经 是 人 人 都 知 道 的 事 情 了 但 	14 
p2train-1986	他 说 ： 你 的 意 见 虽 然 是 好 	10 
p2train-1987	我 说 的 那 个 漫 画 的 内 容 是 严 寒 的 冬 天 的 有 一 天 	18 
p2train-1988	我 们 就 这 样 做 的 	7 
p2train-1989	我 今 年 寒 假 时 可 以 去 了 中 国 	7 8 
p2train-1990	经 过 一 年 的 来 来 去 去 教 育 局 	10 11 12 
p2train-1991	可 在 我 心 里 仍 然 还 想 去 留 学 	2 
p2train-1992	作 为 对 孩 子 的 老 师 	3 
p2train-1993	如 果 妻 子 是 怀 有 胎 儿 的 话 	5 
p2train-1994	在 知 识 方 面 与 一 个 乡 村 相 比 是 无 法 可 比 的 	7 8 
p2train-1995	其 他 同 学 们 去 教 学 旅 游 的 时 候 	5 
p2train-1996	最 近 我 发 现 了 在 你 们 的 头 发 上 下 雪 了 	6 
p2train-1997	那 天 妈 妈 特 别 高 兴 了 	9 
p2train-1998	我 们 每 天 都 能 喝 够 水 了 的 	11 
p2train-1999	这 些 自 己 感 到 自 己 的 行 为 对 别 的 和 尚 过 意 不 去 的 和 尚 也 	24 
p2train-2000	我 跟 妈 妈 说 了 半 天 	6 
p2train-2001	这 也 可 能 因 为 这 种 声 音 等 刺 激 很 少 而 发 生 的 事 例 之 一 	11 
p2train-2002	有 可 能 其 中 之 一 个 人 	6 
p2train-2003	我 的 对 这 个 问 题 的 看 法 是 这 样 	2 
p2train-2004	你 是 不 是 觉 得 奇 怪 吧 	9 
p2train-2005	我 们 做 父 母 们 	3 
p2train-2006	在 大 众 文 化 方 面 上 更 自 由 了 	8 
p2train-2007	从 四 点 到 六 点 帮 助 别 的 同 学 的 学 习 汉 语 	13 
p2train-2008	我 这 年 七 月 份 从 留 学 回 来 了 	7 
p2train-2009	更 重 要 的 是 在 让 我 活 动 	6 
p2train-2010	这 样 的 人 喜 欢 的 歌 星 达 到 痴 迷 的 程 度 	7 
p2train-2011	我 觉 得 对 她 真 不 好 意 思 	4 5 
p2train-2012	我 希 望 我 会 找 一 个 理 想 的 工 作 了 	14 
p2train-2013	对 于 支 持 这 种 做 法 的 家 长 	1 2 
p2train-2014	我 以 为 快 要 死 定 了 	7 
p2train-2015	他 出 生 来 的 时 候 	4 
p2train-2016	我 学 习 了 成 长 	4 
p2train-2017	然 后 后 来 他 的 唱 歌 水 平 会 自 动 地 提 高 	3 4 
p2train-2018	吸 烟 破 坏 人 的 周 围 的 生 活 环 境 	6 
p2train-2019	现 在 我 们 每 天 早 上 做 的 爬 山 继 续 吧 	9 
p2train-2020	那 几 天 使 我 吃 不 好 	4 
p2train-2021	在 那 儿 他 师 范 系 的 高 中 毕 业 以 后 	8 
p2train-2022	所 以 每 天 听 了 	6 
p2train-2023	我 从 小 学 到 大 学 一 直 接 受 了 男 女 混 合 式 教 育 	12 
p2train-2024	因 为 这 儿 学 习 的 都 是 能 实 用 的 	10 
p2train-2025	我 赞 成 家 长 来 解 决 这 种 的 问 题 	11 
p2train-2026	我 的 父 母 决 定 来 到 中 国 工 作 	8 
p2train-2027	每 次 一 到 了 假 期 	5 
p2train-2028	在 这 种 健 康 的 课 程 中 上 课 和 活 动 培 养 出 来 的 感 情 也 是 比 较 高 尚 的 	10 11 12 13 14 
p2train-2029	这 样 的 想 法 能 让 上 一 辈 子 开 放 	11 
p2train-2030	这 个 也 算 是 个 一 种 爱 情 	6 
p2train-2031	我 这 个 人 来 中 国 的 时 候 就 是 第 一 次 的 出 国 	16 
p2train-2032	企 业 都 有 看 好 中 国 	4 
p2train-2033	那 么 我 们 莫 不 如 把 这 些 钱 花 在 更 有 用 的 地 方 	5 
p2train-2034	我 们 可 以 想 个 办 法 而 解 决 在 生 活 当 中 的 噪 声 的 问 题 	9 
p2train-2035	那 时 我 常 常 加 上 “ 逃 学 假 期 ” 来 去 旅 行 	14 
p2train-2036	同 时 只 一 个 人 开 始 练 习 弹 乐 器 	3 
p2train-2037	我 还 祝 愿 着 世 界 人 们 的 安 宁 的 生 活 天 长 地 久 	5 
p2train-2038	还 会 害 到 周 围 的 人 们 的 	10 
p2train-2039	我 现 在 很 后 悔 的 	7 
p2train-2040	拼 命 地 干 活 了 	6 
p2train-2041	流 行 的 意 思 是 很 多 人 都 知 道 而 且 不 少 人 喜 欢 的 意 思 嘛 	20 21 22 23 
p2train-2042	因 为 父 母 是 跟 他 在 一 起 的 时 间 最 多 的 人 	11 
p2train-2043	对 我 也 很 难 过 的 	1 
p2train-2044	我 在 韩 国 一 个 典 型 的 农 村 长 大 了 	14 
p2train-2045	退 一 步 来 	4 
p2train-2046	我 看 原 因 是 因 为 他 们 每 个 人 太 自 私 了 	3 4 
p2train-2047	会 更 是 热 情 鼓 励 我 	3 
p2train-2048	最 后 对 自 己 没 有 责 任 感 了 	3 
p2train-2049	但 别 只 含 听 音 乐 	4 
p2train-2050	到 现 在 中 国 政 府 把 详 细 的 法 律 制 定 了 没 有 	1 
p2train-2051	他 们 宁 可 让 他 安 稳 地 送 到 天 堂 里 去 	10 
p2train-2052	但 肯 定 有 意 思 的 人 	7 8 
p2train-2053	目 前 以 后 这 种 事 越 来 越 多 	1 2 
p2train-2054	常 常 抽 烟 的 爱 烟 者 因 抽 烟 导 致 的 病 为 死 了 	16 
p2train-2055	只 有 可 以 活 几 个 月 	2 
p2train-2056	祝 你 保 重 	1 2 
p2train-2057	先 听 他 们 的 说 话 	5 
p2train-2058	常 感 到 听 不 懂 和 不 了 解 的 情 况 	11 
p2train-2059	害 处 是 在 这 个 开 放 的 社 会 时 有 所 间 	12 13 14 15 
p2train-2060	很 多 的 吸 烟 者 通 过 这 种 节 目 知 道 了 吸 烟 对 个 人 健 康 和 公 众 利 益 的 影 响 	3 
p2train-2061	我 从 来 没 感 到 我 如 将 来 一 定 要 成 功 的 压 力 	8 
p2train-2062	那 便 这 世 界 就 会 更 加 的 完 美 了 	2 
p2train-2063	也 不 能 找 到 了 	6 
p2train-2064	现 在 社 会 粮 食 是 很 多 	7 
p2train-2065	寒 假 跟 朋 友 一 起 去 旅 游 了 	11 
p2train-2066	任 职 的 也 是 经 理 的 职 位 	2 
p2train-2067	随 着 社 会 进 步 和 经 济 的 发 展 	1 2 
p2train-2068	人 们 已 经 发 现 了 关 于 肺 癌 症 的 可 能 性 	12 
p2train-2069	有 时 连 比 商 人 	3 
p2train-2070	男 生 和 女 生 将 失 去 一 起 互 相 学 习 的 机 会 	9 10 
p2train-2071	学 她 扮 煮 菜 	3 
p2train-2072	边 工 作 边 休 息 一 点 	7 8 
p2train-2073	经 常 尝 试 用 孩 子 的 眼 光 对 看 待 这 世 上 所 发 生 的 一 切 	11 
p2train-2074	我 们 应 该 努 力 吧 	7 
p2train-2075	我 保 证 你 们 的 以 后 的 生 活 是 肯 定 平 平 安 安 的 	6 
p2train-2076	在 我 家 没 问 题 吧 	1 
p2train-2077	我 顺 利 以 优 异 的 成 绩 成 功 进 入 大 学 	2 3 
p2train-2078	虽 然 时 代 潮 流 冲 击 着 人 们 的 观 念 超 前 的 前 卫 	15 16 17 18 19 
p2train-2079	父 母 的 每 一 举 一 动 都 会 影 响 着 孩 子 的 行 为 举 止 	4 
p2train-2080	我 倒 是 很 喜 欢 流 行 歌 曲 的 	11 
p2train-2081	离 当 时 过 五 年 以 后 	1 2 3 4 
p2train-2082	当 了 父 母 不 仅 有 了 负 担 	5 6 
p2train-2083	但 是 这 些 2 0 % 的 人 占 公 司 整 体 的 销 售 额 的 8 0 % 	4 
p2train-2084	我 认 为 很 我 落 后 的 国 家 还 是 缺 少 农 药 	5 
p2train-2085	将 刺 耳 的 汽 车 喇 叭 声 或 恼 人 的 电 话 铃 声 等 等 	1 
p2train-2086	每 天 每 天 我 有 空 的 话 	1 2 3 4 
p2train-2087	但 是 后 来 我 才 能 明 白 他 的 意 思 	7 
p2train-2088	我 妈 妈 告 诉 我 说 ： 当 我 出 生 六 个 月 多 	1 
p2train-2089	大 概 这 个 星 期 周 末 我 有 空 	5 6 
p2train-2090	认 为 我 有 能 力 承 担 于 他 们 的 工 作 	9 
p2train-2091	长 辈 人 和 现 在 年 轻 人 之 间 肯 定 有 问 题 	3 
p2train-2092	如 果 普 及 这 些 农 业 作 法 对 环 保 很 有 好 处 	1 2 
p2train-2093	因 为 我 有 这 个 机 会 学 习 中 国 历 史 和 文 化 	5 6 
p2train-2094	什 么 样 是 个 好 女 孩 儿 	5 
p2train-2095	这 样 吸 烟 对 个 人 上 	8 
p2train-2096	但 我 觉 得 我 的 妈 妈 一 直 在 我 的 心 目 中 	15 
p2train-2097	所 以 平 常 没 有 表 现 出 我 的 感 情 而 生 活 了 	14 15 16 17 
p2train-2098	我 认 为 是 再 适 当 也 不 过 了 	8 
p2train-2099	千 万 不 要 太 过 自 私 自 利 	6 
p2train-2100	然 后 就 决 定 在 那 边 过 夜 先 	11 
p2train-2101	社 会 上 的 影 响 很 严 重 	3 
p2train-2102	结 果 发 现 了 我 脑 垂 体 里 有 一 个 肿 瘤 	5 
p2train-2103	这 是 对 青 少 年 肯 定 有 好 处 	2 
p2train-2104	那 么 肯 定 失 去 了 起 码 的 生 活 能 力 	7 
p2train-2105	我 认 为 这 个 年 代 的 人 们 有 可 能 有 什 么 问 题 	10 
p2train-2106	我 要 感 谢 对 你 们 的 恩 惠 	5 
p2train-2107	如 果 有 什 么 的 困 难 	6 
p2train-2108	我 毕 业 后 慢 慢 进 入 社 会 里 做 事 	11 
p2train-2109	听 说 东 京 都 出 台 了 这 个 措 施 以 后 	5 
p2train-2110	流 行 歌 曲 是 一 阵 风 的 	9 
p2train-2111	那 是 对 他 们 的 集 中 力 真 不 好 	2 
p2train-2112	所 以 要 吃 的 时 候 要 洗 干 净 的 放 	12 13 
p2train-2113	我 是 个 棒 球 队 员 了 	8 
p2train-2114	我 们 在 一 起 努 力 吧 	3 
p2train-2115	父 母 的 经 验 总 是 在 我 的 心 里 中 	13 
p2train-2116	是 因 为 使 用 农 药 和 化 肥 能 让 农 作 物 的 产 量 会 增 大 	19 
p2train-2117	我 本 来 现 在 在 北 京 念 书 的 	11 
p2train-2118	那 时 我 们 公 司 的 氛 围 会 是 不 言 而 喻 的 	10 
p2train-2119	我 要 想 一 想 对 “ 安 乐 死 ” 的 意 义 	6 
p2train-2120	到 现 在 还 痛 吗 	1 
p2train-2121	离 开 那 儿 的 时 候 我 常 常 哭 了 	12 
p2train-2122	我 这 么 认 为 因 为 有 几 个 原 因 	6 7 
p2train-2123	我 记 得 母 亲 常 提 到 的 “ 入 正 道 ” 	9 
p2train-2124	不 听 父 母 的 话 的 存 在 	7 8 9 
p2train-2125	我 在 下 面 来 介 绍 一 下 	2 
p2train-2126	我 的 意 见 就 是 跟 学 者 一 样 	5 6 
p2train-2127	你 们 俩 儿 去 抬 水 吧 	4 
p2train-2128	但 按 个 体 的 计 划 	5 
p2train-2129	自 行 的 下 了 决 定 	3 
p2train-2130	这 样 日 子 一 久 了 我 们 的 发 音 器 官 就 会 失 灵 	7 
p2train-2131	这 是 不 仅 是 一 个 家 庭 的 现 象 	2 
p2train-2132	而 且 同 时 会 伤 害 别 人 的 	10 
p2train-2133	他 们 打 起 “ 享 受 人 生 ” 等 的 牌 子 继 续 抽 烟 	12 
p2train-2134	到 此 时 	1 
p2train-2135	过 了 一 年 我 在 大 阪 工 作 一 年 以 后 	1 2 3 4 
p2train-2136	农 药 是 有 益 有 害 的 物 质 	5 6 
p2train-2137	我 认 为 所 有 的 人 类 具 有 生 存 的 权 利 	8 
p2train-2138	很 多 歌 星 的 音 调 不 准 而 且 有 的 歌 星 做 假 唱 	16 
p2train-2139	但 是 结 果 这 火 更 大 	1 2 
p2train-2140	我 一 定 当 好 女 孩 儿 	7 
p2train-2141	但 这 还 需 要 我 们 的 用 心 做 事 	8 
p2train-2142	这 个 结 婚 	1 2 
p2train-2143	我 的 留 学 生 活 也 已 经 过 了 一 年 半 多 了 	15 
p2train-2144	并 问 你 们 你 会 不 会 同 意 我 在 中 国 再 留 一 段 时 间 	5 
p2train-2145	我 相 信 我 们 两 父 女 这 点 是 最 相 似 的 了 	6 
p2train-2146	要 是 让 我 们 同 胞 的 住 在 一 起 的 话 	8 
p2train-2147	我 特 别 想 念 您 了 	7 
p2train-2148	我 们 都 聚 在 一 起 商 量 	3 
p2train-2149	我 希 望 法 院 再 仔 细 考 虑 到 这 件 事 的 背 景 而 且 关 心 一 般 人 的 反 应 	11 
p2train-2150	推 到 香 港 留 学 	1 
p2train-2151	我 希 望 在 未 来 可 以 看 到 没 有 吸 烟 者 的 校 园 和 大 学 校 园 	19 20 21 22 23 
p2train-2152	不 得 不 回 到 日 本 了 	5 
p2train-2153	在 这 时 往 往 先 在 自 己 身 上 看 看 有 没 有 问 题 的 存 在 的 家 长 	19 
p2train-2154	满 有 条 理 的 解 释 	1 
p2train-2155	平 时 我 们 生 活 着 的 环 境 是 有 声 音 的 环 境 里 面 	18 19 
p2train-2156	现 在 在 国 内 天 气 怎 样 	3 
p2train-2157	坚 持 把 我 和 妹 妹 拉 扯 长 大 	10 
p2train-2158	会 以 免 孩 子 成 为 同 性 恋 者 	1 
p2train-2159	特 别 是 要 注 意 的 是 女 性 	3 
p2train-2160	是 我 们 大 学 的 中 文 系 的 教 授 	6 
p2train-2161	一 个 是 有 钱 也 无 法 得 到 的 宝 物 	3 
p2train-2162	我 举 个 我 家 情 况 来 表 达 我 的 意 见 吧 	3 
p2train-2163	妻 子 死 了 之 后 她 就 什 么 都 不 管 了 	7 
